phase,dataset,kir,data_seed,distance,k_gate,oos_source,bucket,validation_q20,validation_q80,known_test_count,bucket_oos_count,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95
tuned,banking77_oos,50,42,mahalanobis_diag,5,heldout_unknown,far,0.3156564243535928,0.594621920726825,1000,62,0.2912087912087912,0.8548387096774194,0.4344262295081967,0.871,0.8548387096774194,0.9436774193548388,0.5976699110731941,0.254
tuned,banking77_oos,50,42,mahalanobis_diag,5,provided_oos,near,0.3156564243535928,0.594621920726825,1000,159,0.25,0.270440251572327,0.2598187311178248,0.871,0.270440251572327,0.6929748427672955,0.2172099074010511,0.814
tuned,banking77_oos,50,42,mahalanobis_diag,5,provided_oos,medium,0.3156564243535928,0.594621920726825,1000,829,0.8215767634854771,0.7165259348612787,0.7654639175257731,0.871,0.7165259348612787,0.8844125452352232,0.8349773499767883,0.45
tuned,banking77_oos,50,42,mahalanobis_diag,5,provided_oos,far,0.3156564243535928,0.594621920726825,1000,1092,0.8938271604938272,0.9945054945054944,0.94148244473342,0.871,0.9945054945054944,0.992456043956044,0.9919689377359476,0.031
tuned,banking77_oos,75,42,euclidean,1,combined,near,0.3206140428979948,0.6586094077428734,1520,379,0.2138728323699422,0.0976253298153034,0.1340579710144927,0.9105263157894736,0.0976253298153034,0.6409457019858353,0.25548341660619,0.8296052631578947
tuned,banking77_oos,75,42,euclidean,1,combined,medium,0.3206140428979948,0.6586094077428734,1520,1198,0.8657453109575518,0.7320534223706177,0.793306196291271,0.9105263157894736,0.7320534223706177,0.9374675995079518,0.8916110699604792,0.1927631578947368
tuned,banking77_oos,75,42,euclidean,1,combined,far,0.3206140428979948,0.6586094077428734,1520,983,0.8784629133154602,1.0,0.9352997145575642,0.9105263157894736,1.0,0.9975879423890346,0.9950638031532808,0.0092105263157894
tuned,banking77_oos,75,42,euclidean,1,heldout_unknown,near,0.3206140428979948,0.6586094077428734,1520,147,0.0748299319727891,0.0748299319727891,0.0748299319727891,0.9105263157894736,0.0748299319727891,0.6851056211958467,0.1278308877577845,0.7572368421052632
tuned,banking77_oos,75,42,euclidean,1,heldout_unknown,medium,0.3206140428979948,0.6586094077428734,1520,313,0.6034985422740525,0.6613418530351438,0.6310975609756098,0.9105263157894736,0.6613418530351438,0.9248444593912898,0.646690296178262,0.2072368421052631
tuned,banking77_oos,75,42,euclidean,1,heldout_unknown,far,0.3206140428979948,0.6586094077428734,1520,20,0.1282051282051282,1.0,0.2272727272727272,0.9105263157894736,1.0,0.9943421052631578,0.5836394194675847,0.0118421052631578
