dataset,seed,split,k,radius_lambda,threshold,acceptance_mode,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
banking77_oos,13,val,1,0.25,0.7,normalized_union,0.9183070866141733,0.173574196920354,0.851520572450805,0.10270270270270271,0.0,0.8972972972972973,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.7,normalized_union,0.9412534345152427,0.12482374882817111,0.8899509803921568,0.07083333333333333,0.0008333333333333334,0.9291666666666667,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.75,normalized_union,0.9207211657199309,0.22671535407194887,0.8564400715563506,0.13783783783783785,0.0010718113612004287,0.8621621621621621,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.75,normalized_union,0.9447368421052632,0.23512052427056288,0.8970588235294118,0.14583333333333334,0.002777777777777778,0.8541666666666666,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.8,normalized_union,0.924800796812749,0.3237972385163306,0.8649373881932021,0.20810810810810812,0.00482315112540193,0.7918918918918919,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.8,normalized_union,0.9484153295318923,0.3536116469642423,0.904656862745098,0.23958333333333334,0.006666666666666667,0.7604166666666666,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.85,normalized_union,0.9308524013075182,0.4270286173817078,0.8770125223613596,0.2972972972972973,0.008038585209003215,0.7027027027027027,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.85,normalized_union,0.9523809523809523,0.4604428593253666,0.9125,0.3416666666666667,0.011111111111111112,0.6583333333333333,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.9,normalized_union,0.9387755102040817,0.5537738058046322,0.8922182468694096,0.42162162162162165,0.013933547695605574,0.5783783783783784,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.9,normalized_union,0.9560276011365174,0.5680849501429567,0.9198529411764705,0.4625,0.01861111111111111,0.5375,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.95,normalized_union,0.9411459683691988,0.6333226190521358,0.8980322003577818,0.5243243243243243,0.027331189710610933,0.4756756756756757,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.95,normalized_union,0.9562234115548237,0.6437454268860319,0.921078431372549,0.5770833333333333,0.03222222222222222,0.42291666666666666,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,1.0,normalized_union,0.9388403494837172,0.6885450884182501,0.8957960644007156,0.6270270270270271,0.04983922829581994,0.372972972972973,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,1.0,normalized_union,0.9545581265681629,0.6955981103399407,0.9188725490196078,0.6875,0.04888888888888889,0.3125,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,1.05,normalized_union,0.9261781530918006,0.7075726732216064,0.8765652951699463,0.7162162162162162,0.08896034297963558,0.28378378378378377,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,1.05,normalized_union,0.9497444633730835,0.7234303362257174,0.9110294117647059,0.79375,0.07083333333333333,0.20625,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,1.1,normalized_union,0.9039707124753591,0.7057154411520785,0.84391771019678,0.7837837837837838,0.13987138263665594,0.21621621621621623,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,1.1,normalized_union,0.9348425482513423,0.7093117088001518,0.8867647058823529,0.8541666666666666,0.10527777777777778,0.14583333333333334,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,1.2,normalized_union,0.811639549436796,0.65217697718589,0.723613595706619,0.9108108108108108,0.304930332261522,0.0891891891891892,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,1.2,normalized_union,0.8682532275626069,0.6198888940348569,0.7865196078431372,0.9208333333333333,0.2247222222222222,0.07916666666666666,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.5,0.2,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9105616870890183,0.9772613415786932
banking77_oos,13,test,1,0.5,0.2,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9384293981481482,0.990646385522166
banking77_oos,13,val,1,0.5,0.3,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9105616870890183,0.9772613415786932
banking77_oos,13,test,1,0.5,0.3,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9384293981481482,0.990646385522166
banking77_oos,13,val,1,0.5,0.4,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9105616870890183,0.9772613415786932
banking77_oos,13,test,1,0.5,0.4,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9384293981481482,0.990646385522166
banking77_oos,13,val,1,0.5,0.5,nearest_sphere,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9105616870890183,0.9772613415786932
banking77_oos,13,test,1,0.5,0.5,nearest_sphere,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.9384293981481482,0.990646385522166
banking77_oos,13,val,1,0.5,0.6,nearest_sphere,0.9122463945245661,0.05479100016406218,0.8394454382826476,0.02972972972972973,0.0,0.9702702702702702,0.9105616870890183,0.9772613415786932
banking77_oos,13,test,1,0.5,0.6,nearest_sphere,0.9390737116764514,0.05393248586668894,0.8855392156862745,0.029166666666666667,0.0002777777777777778,0.9708333333333333,0.9384293981481482,0.990646385522166
