candidate_k,dataset,feasible_fraction,ineligible_fraction,intent,mean_coverage_delta,mean_delta_union_risk,mean_union_risk_ucb95,n_seeds,selected_k,selected_k_largest_mode,selected_k_mode,selected_k_primary_mode,selected_k_shuffled_primary_mode,selection_reason
4,banking77,1.0,0.0,pending_card_payment,0.0625,0.0,0.008005683439974685,1,1,5,1,1,1,min_q95_among_feasible
5,banking77,1.0,0.0,pending_card_payment,0.0625,0.0,0.008005683439974685,1,1,5,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,pending_cash_withdrawal,0.0,0.0,0.0,3,1,2,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,pending_cash_withdrawal,0.047619047619047596,0.005572989307298931,0.016699374787594683,3,1,2,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,pending_cash_withdrawal,-0.0714285714285714,0.004875639237563924,0.015745509174473676,3,1,2,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,pending_cash_withdrawal,-0.14285714285714282,0.0,0.007945025542299974,3,1,2,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,pending_cash_withdrawal,-0.16666666666666663,0.0006944444444444445,0.009200269281996392,3,1,2,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,pending_transfer,0.0,0.0,0.0,3,2,5,2,2,2,min_q95_among_feasible
2,banking77,1.0,0.0,pending_transfer,0.0,0.00626014845743447,0.017635574290731138,3,2,5,2,2,2,min_q95_among_feasible
3,banking77,1.0,0.0,pending_transfer,0.0,0.0027835768963117603,0.01240032341529298,3,2,5,2,2,2,min_q95_among_feasible
4,banking77,1.0,0.0,pending_transfer,0.0,0.0006958942240779401,0.009219333197970699,3,2,5,2,2,2,min_q95_among_feasible
5,banking77,1.0,0.0,pending_transfer,0.0,0.0006958942240779401,0.009219333197970699,3,2,5,2,2,2,min_q95_among_feasible
1,banking77,1.0,0.0,pin_blocked,0.0,0.0,0.0,1,1,2,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,pin_blocked,0.0,0.0,0.007874400076574983,1,1,2,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,pin_blocked,-0.09090909090909083,0.0,0.007874400076574983,1,1,2,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,pin_blocked,-0.09090909090909083,0.0,0.007874400076574983,1,1,2,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,pin_blocked,-0.09090909090909083,0.0,0.007874400076574983,1,1,2,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,receiving_money,0.0,0.0,0.0,1,1,5,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,receiving_money,0.0,0.0,0.00785829178638296,1,1,5,1,1,1,min_q95_among_feasible
3,banking77,1.0,0.0,receiving_money,0.0,0.0,0.00785829178638296,1,1,5,1,1,1,min_q95_among_feasible
4,banking77,1.0,0.0,receiving_money,0.0,0.0,0.00785829178638296,1,1,5,1,1,1,min_q95_among_feasible
5,banking77,1.0,0.0,receiving_money,0.0,0.0,0.00785829178638296,1,1,5,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,reverted_card_payment?,0.0,0.0,0.0,2,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,reverted_card_payment?,-0.125,0.0010504201680672268,0.009879361470835816,2,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,reverted_card_payment?,-0.1875,0.003144681672251364,0.013459113443796154,2,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,reverted_card_payment?,-0.15625,0.0010504201680672268,0.009879361470835816,2,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,reverted_card_payment?,-0.21875,0.003144681672251364,0.013459113443796154,2,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,supported_cards_and_currencies,0.0,0.0,0.0,1,3,5,3,3,3,min_q95_among_feasible
2,banking77,1.0,0.0,supported_cards_and_currencies,0.07692307692307698,0.002074688796680498,0.011657057375722132,1,3,5,3,3,3,min_q95_among_feasible
3,banking77,1.0,0.0,supported_cards_and_currencies,0.07692307692307698,0.002074688796680498,0.011657057375722132,1,3,5,3,3,3,min_q95_among_feasible
4,banking77,1.0,0.0,supported_cards_and_currencies,0.07692307692307698,0.0,0.00790681558963428,1,3,5,3,3,3,min_q95_among_feasible
5,banking77,1.0,0.0,supported_cards_and_currencies,0.07692307692307698,0.002074688796680498,0.011657057375722132,1,3,5,3,3,3,min_q95_among_feasible
1,banking77,1.0,0.0,terminate_account,0.0,0.0,0.0,1,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,terminate_account,-0.18181818181818188,0.0,0.007923123633110731,1,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,terminate_account,-0.2727272727272728,0.0,0.007923123633110731,1,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,terminate_account,-0.3636363636363637,0.0,0.007923123633110731,1,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,terminate_account,-0.4545454545454546,0.0,0.007923123633110731,1,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,top_up_by_bank_transfer_charge,0.0,0.0,0.0,2,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,top_up_by_bank_transfer_charge,-0.18181818181818177,0.0,0.007906849087281575,2,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,top_up_by_bank_transfer_charge,-0.18181818181818177,0.0,0.007906849087281575,2,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,top_up_by_bank_transfer_charge,-0.22727272727272724,0.0,0.007906849087281575,2,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,top_up_by_bank_transfer_charge,-0.18181818181818177,0.0,0.007906849087281575,2,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,top_up_by_card_charge,0.0,0.0,0.0,2,2,2,2,2,2,min_q95_among_feasible
2,banking77,1.0,0.0,top_up_by_card_charge,0.0,0.0,0.007906849087281575,2,2,2,2,2,2,min_q95_among_feasible
3,banking77,0.0,0.0,top_up_by_card_charge,-0.09090909090909083,0.0,0.007906849087281575,2,2,2,2,2,2,min_q95_among_feasible
4,banking77,0.0,0.0,top_up_by_card_charge,-0.18181818181818177,0.0,0.007906849087281575,2,2,2,2,2,2,min_q95_among_feasible
5,banking77,0.0,0.0,top_up_by_card_charge,-0.2727272727272727,0.0,0.007906849087281575,2,2,2,2,2,2,min_q95_among_feasible
1,banking77,1.0,0.0,top_up_by_cash_or_cheque,0.0,0.0,0.0,1,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,top_up_by_cash_or_cheque,-0.2727272727272727,0.006198347107438017,0.01806328731684174,1,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,top_up_by_cash_or_cheque,-0.2727272727272727,0.002066115702479339,0.011609279330905697,1,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,top_up_by_cash_or_cheque,-0.18181818181818177,0.0,0.007874400076574983,1,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,top_up_by_cash_or_cheque,-0.18181818181818177,0.0,0.007874400076574983,1,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,top_up_failed,0.0,0.0,0.0,1,1,4,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,top_up_failed,-0.06666666666666665,0.0,0.007955942370973312,1,1,4,1,1,1,min_q95_among_feasible
3,banking77,1.0,0.0,top_up_failed,0.0,0.0,0.007955942370973312,1,1,4,1,1,1,min_q95_among_feasible
4,banking77,1.0,0.0,top_up_failed,0.0,0.0,0.007955942370973312,1,1,4,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,top_up_failed,-0.06666666666666665,0.0,0.007955942370973312,1,1,4,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,topping_up_by_card,0.0,0.0,0.0,3,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,topping_up_by_card,-0.09999999999999998,0.0013774104683195593,0.010234984426464188,3,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,topping_up_by_card,-0.20000000000000007,0.0006887052341597796,0.009124795568974312,3,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,topping_up_by_card,-0.2666666666666667,0.0006887052341597796,0.009124795568974312,3,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,topping_up_by_card,-0.3666666666666667,0.0006887052341597796,0.009124795568974312,3,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,transfer_fee_charged,0.0,0.0,0.0,2,4,5,4,4,4,min_q95_among_feasible
2,banking77,1.0,0.0,transfer_fee_charged,0.0,0.0,0.00799742810337637,2,4,5,4,4,4,min_q95_among_feasible
3,banking77,1.0,0.0,transfer_fee_charged,0.02941176470588236,0.009414225941422594,0.02170741660411235,2,4,5,4,4,4,min_q95_among_feasible
4,banking77,1.0,0.0,transfer_fee_charged,0.02941176470588236,0.009414225941422594,0.02170741660411235,2,4,5,4,4,4,min_q95_among_feasible
5,banking77,1.0,0.0,transfer_fee_charged,0.0,0.008407839682889232,0.021203485245073938,2,4,5,4,4,4,min_q95_among_feasible
1,banking77,1.0,0.0,transfer_into_account,0.0,0.0,0.0,2,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.5,0.0,transfer_into_account,-0.045454545454545414,0.0,0.0078824873090137,2,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,transfer_into_account,-0.1363636363636363,0.0,0.0078824873090137,2,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,transfer_into_account,-0.1363636363636363,0.0,0.0078824873090137,2,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,transfer_into_account,-0.1363636363636363,0.0,0.0078824873090137,2,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,transfer_not_received_by_recipient,0.0,0.0,0.0,1,1,2,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,transfer_not_received_by_recipient,0.0,0.016736401673640166,0.032673944710762466,1,1,2,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,transfer_not_received_by_recipient,-0.05882352941176461,0.012552301255230125,0.0271117257546698,1,1,2,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,transfer_not_received_by_recipient,-0.11764705882352933,0.0,0.007972453906511256,1,1,2,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,transfer_not_received_by_recipient,-0.11764705882352933,0.0,0.007972453906511256,1,1,2,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,transfer_timing,0.0,0.0,0.0,1,1,2,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,transfer_timing,0.0,0.0,0.007923123633110731,1,1,2,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,transfer_timing,-0.3076923076923077,0.0,0.007923123633110731,1,1,2,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,transfer_timing,-0.23076923076923073,0.0,0.007923123633110731,1,1,2,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,transfer_timing,-0.3076923076923077,0.0,0.007923123633110731,1,1,2,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,unable_to_verify_identity,0.0,0.0,0.0,3,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.3333333333333333,0.0,unable_to_verify_identity,-0.06666666666666665,0.0,0.007879835817530741,3,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,unable_to_verify_identity,-0.09999999999999998,0.0,0.007879835817530741,3,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.3333333333333333,0.0,unable_to_verify_identity,-0.03333333333333329,0.0,0.007879835817530741,3,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.3333333333333333,0.0,unable_to_verify_identity,-0.06666666666666665,0.0,0.007879835817530741,3,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,verify_my_identity,0.0,0.0,0.0,2,1,5,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,verify_my_identity,0.0,0.002070402249579918,0.011633168353313916,2,1,5,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,verify_my_identity,-0.09999999999999998,0.0,0.007890607833104631,2,1,5,1,1,1,min_q95_among_feasible
4,banking77,1.0,0.0,verify_my_identity,0.0,0.0,0.007890607833104631,2,1,5,1,1,1,min_q95_among_feasible
5,banking77,0.5,0.0,verify_my_identity,-0.04999999999999999,0.0,0.007890607833104631,2,1,5,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,verify_source_of_funds,0.0,0.0,0.0,2,3,4,3,3,3,min_q95_among_feasible
2,banking77,1.0,0.0,verify_source_of_funds,0.09090909090909083,0.0,0.007906849087281575,2,3,4,3,3,3,min_q95_among_feasible
3,banking77,1.0,0.0,verify_source_of_funds,0.09090909090909083,0.0,0.007906849087281575,2,3,4,3,3,3,min_q95_among_feasible
4,banking77,1.0,0.0,verify_source_of_funds,0.045454545454545414,0.0,0.007906849087281575,2,3,4,3,3,3,min_q95_among_feasible
5,banking77,0.5,0.0,verify_source_of_funds,-0.04545454545454547,0.0,0.007906849087281575,2,3,4,3,3,3,min_q95_among_feasible
1,banking77,1.0,0.0,verify_top_up,0.0,0.0,0.0,1,1,5,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,verify_top_up,-0.07692307692307698,0.0,0.007923123633110731,1,1,5,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,verify_top_up,-0.07692307692307698,0.0,0.007923123633110731,1,1,5,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,verify_top_up,-0.07692307692307698,0.0,0.007923123633110731,1,1,5,1,1,1,min_q95_among_feasible
5,banking77,1.0,0.0,verify_top_up,0.0,0.0,0.007923123633110731,1,1,5,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,virtual_card_not_working,0.0,0.0,0.0,1,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,virtual_card_not_working,-0.25,0.0020491803278688526,0.011514888634831468,1,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,virtual_card_not_working,-0.25,0.0,0.007810359927576924,1,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,virtual_card_not_working,-0.75,0.0,0.007810359927576924,1,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,virtual_card_not_working,-0.25,0.0,0.007810359927576924,1,1,1,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,visa_or_mastercard,0.0,0.0,0.0,3,3,3,3,3,3,min_q95_among_feasible
2,banking77,1.0,0.0,visa_or_mastercard,0.0,0.0,0.007945025542299974,3,3,3,3,3,3,min_q95_among_feasible
3,banking77,1.0,0.0,visa_or_mastercard,0.023809523809523798,0.0,0.007945025542299974,3,3,3,3,3,3,min_q95_among_feasible
4,banking77,0.0,0.0,visa_or_mastercard,-0.09523809523809519,0.0,0.007945025542299974,3,3,3,3,3,3,min_q95_among_feasible
5,banking77,0.0,0.0,visa_or_mastercard,-0.16666666666666663,0.0,0.007945025542299974,3,3,3,3,3,3,min_q95_among_feasible
1,banking77,1.0,0.0,why_verify_identity,0.0,0.0,0.0,1,1,2,1,1,1,min_q95_among_feasible
2,banking77,1.0,0.0,why_verify_identity,0.0,0.0,0.007890574541452417,1,1,2,1,1,1,min_q95_among_feasible
3,banking77,0.0,0.0,why_verify_identity,-0.08333333333333337,0.0,0.007890574541452417,1,1,2,1,1,1,min_q95_among_feasible
4,banking77,0.0,0.0,why_verify_identity,-0.08333333333333337,0.0,0.007890574541452417,1,1,2,1,1,1,min_q95_among_feasible
5,banking77,0.0,0.0,why_verify_identity,-0.08333333333333337,0.0,0.007890574541452417,1,1,2,1,1,1,min_q95_among_feasible
1,banking77,1.0,0.0,wrong_amount_of_cash_received,0.0,0.0,0.0,1,5,5,5,5,5,min_q95_among_feasible
2,banking77,1.0,0.0,wrong_amount_of_cash_received,0.11111111111111105,0.0,0.008005683439974685,1,5,5,5,5,5,min_q95_among_feasible
3,banking77,1.0,0.0,wrong_amount_of_cash_received,0.05555555555555547,0.0,0.008005683439974685,1,5,5,5,5,5,min_q95_among_feasible
4,banking77,1.0,0.0,wrong_amount_of_cash_received,0.05555555555555547,0.0,0.008005683439974685,1,5,5,5,5,5,min_q95_among_feasible
5,banking77,1.0,0.0,wrong_amount_of_cash_received,0.11111111111111105,0.0,0.008005683439974685,1,5,5,5,5,5,min_q95_among_feasible
1,banking77,1.0,0.0,wrong_exchange_rate_for_cash_withdrawal,0.0,0.0,0.0,3,1,1,1,1,1,min_q95_among_feasible
2,banking77,0.0,0.0,wrong_exchange_rate_for_cash_withdrawal,-0.08333333333333333,0.0,0.007978026572486417,3,1,1,1,1,1,min_q95_among_feasible
3,banking77,0.3333333333333333,0.0,wrong_exchange_rate_for_cash_withdrawal,-0.041666666666666664,0.0,0.007978026572486417,3,1,1,1,1,1,min_q95_among_feasible
4,banking77,0.3333333333333333,0.0,wrong_exchange_rate_for_cash_withdrawal,-0.0625,0.0,0.007978026572486417,3,1,1,1,1,1,min_q95_among_feasible
5,banking77,0.6666666666666666,0.0,wrong_exchange_rate_for_cash_withdrawal,-0.041666666666666664,0.0,0.007978026572486417,3,1,1,1,1,1,min_q95_among_feasible
1,stackoverflow,1.0,0.0,ajax,0.0,0.0,0.0,2,2,5,2,2,2,min_q95_among_feasible
2,stackoverflow,1.0,0.0,ajax,0.08999999999999997,0.023333333333333334,0.035404404167071815,2,2,5,2,2,2,min_q95_among_feasible
3,stackoverflow,1.0,0.0,ajax,0.08999999999999997,0.025555555555555557,0.03805317429252529,2,2,5,2,2,2,min_q95_among_feasible
4,stackoverflow,1.0,0.0,ajax,0.07999999999999996,0.03222222222222222,0.04587748311527387,2,2,5,2,2,2,min_q95_among_feasible
5,stackoverflow,1.0,0.0,ajax,0.07999999999999996,0.03222222222222222,0.045886224912759455,2,2,5,2,2,2,min_q95_among_feasible
1,stackoverflow,1.0,0.0,apache,0.0,0.0,0.0,3,3,4,3,3,3,min_q95_among_feasible
2,stackoverflow,1.0,0.0,apache,0.030000000000000027,0.0011111111111111111,0.006084834935076516,3,3,4,3,3,3,min_q95_among_feasible
3,stackoverflow,1.0,0.0,apache,-0.003333333333333336,0.0014814814814814814,0.006757038976288235,3,3,4,3,3,3,min_q95_among_feasible
4,stackoverflow,1.0,0.0,apache,0.006666666666666672,0.0022222222222222222,0.007968366670266304,3,3,4,3,3,3,min_q95_among_feasible
5,stackoverflow,0.3333333333333333,0.0,apache,-0.013333333333333308,0.012222222222222223,0.021554216365880622,3,3,4,3,3,3,min_q95_among_feasible
1,stackoverflow,1.0,0.0,bash,0.0,0.0,0.0,1,4,4,4,4,3,min_q95_among_feasible
2,stackoverflow,1.0,0.0,bash,0.020000000000000018,0.005555555555555556,0.012938767564751416,1,4,4,4,4,3,min_q95_among_feasible
3,stackoverflow,0.0,0.0,bash,0.040000000000000036,0.042222222222222223,0.057421496622253855,1,4,4,4,4,3,min_q95_among_feasible
4,stackoverflow,1.0,0.0,bash,-0.010000000000000009,0.02666666666666667,0.039372419887810026,1,4,4,4,4,3,min_q95_among_feasible
5,stackoverflow,0.0,0.0,bash,-0.030000000000000027,0.01,0.018895321587590084,1,4,4,4,4,3,min_q95_among_feasible
1,stackoverflow,1.0,0.0,cocoa,0.0,0.0,0.0,1,1,1,1,1,4,min_q95_among_feasible
2,stackoverflow,0.0,0.0,cocoa,0.12,0.07444444444444444,0.09346116564695235,1,1,1,1,1,4,min_q95_among_feasible
3,stackoverflow,0.0,0.0,cocoa,0.12,0.07333333333333333,0.09223794008471121,1,1,1,1,1,4,min_q95_among_feasible
4,stackoverflow,0.0,0.0,cocoa,0.1399999999999999,0.07444444444444444,0.09346116564695235,1,1,1,1,1,4,min_q95_among_feasible
5,stackoverflow,0.0,0.0,cocoa,0.04999999999999993,0.06777777777777778,0.08610465098435334,1,1,1,1,1,4,min_q95_among_feasible
1,stackoverflow,1.0,0.0,drupal,0.0,0.0,0.0,1,1,5,1,1,1,min_q95_among_feasible
2,stackoverflow,0.0,0.0,drupal,-0.04999999999999993,0.008888888888888889,0.017441480180212864,1,1,5,1,1,1,min_q95_among_feasible
3,stackoverflow,0.0,0.0,drupal,-0.06999999999999995,0.016666666666666666,0.027315965310284206,1,1,5,1,1,1,min_q95_among_feasible
4,stackoverflow,0.0,0.0,drupal,-0.04999999999999993,0.021111111111111112,0.032736754267731503,1,1,5,1,1,1,min_q95_among_feasible
5,stackoverflow,1.0,0.0,drupal,-0.019999999999999907,0.023333333333333334,0.0354071421445186,1,1,5,1,1,1,min_q95_among_feasible
1,stackoverflow,1.0,0.0,excel,0.0,0.0,0.0,3,1,1,1,1,1,min_q95_among_feasible
2,stackoverflow,0.0,0.0,excel,-0.05666666666666672,0.0,0.004250146730054126,3,1,1,1,1,1,min_q95_among_feasible
3,stackoverflow,0.0,0.0,excel,-0.07000000000000006,0.0,0.004250146730054126,3,1,1,1,1,1,min_q95_among_feasible
4,stackoverflow,0.0,0.0,excel,-0.09000000000000004,0.0,0.004250146730054126,3,1,1,1,1,1,min_q95_among_feasible
5,stackoverflow,0.0,0.0,excel,-0.07000000000000006,0.0,0.004250146730054126,3,1,1,1,1,1,min_q95_among_feasible
1,stackoverflow,1.0,0.0,hibernate,0.0,0.0,0.0,2,3,5,3,3,3,min_q95_among_feasible
2,stackoverflow,1.0,0.0,hibernate,0.0,0.0,0.004250146730054126,2,3,5,3,3,3,min_q95_among_feasible
3,stackoverflow,0.5,0.0,hibernate,0.11499999999999999,0.058888888888888886,0.07584263141791801,2,3,5,3,3,3,min_q95_among_feasible
4,stackoverflow,0.5,0.0,hibernate,0.10999999999999999,0.045,0.06043860378486407,2,3,5,3,3,3,min_q95_among_feasible
5,stackoverflow,0.5,0.0,hibernate,0.08499999999999996,0.03166666666666667,0.0449500501707727,2,3,5,3,3,3,min_q95_among_feasible
1,stackoverflow,1.0,0.0,linq,0.0,0.0,0.0,3,2,2,2,2,4,min_q95_among_feasible
2,stackoverflow,1.0,0.0,linq,0.04666666666666671,0.0,0.004250146730054126,3,2,2,2,2,4,min_q95_among_feasible
3,stackoverflow,0.3333333333333333,0.0,linq,0.13333333333333333,0.03518518518518519,0.049139787354146314,3,2,2,2,2,4,min_q95_among_feasible
4,stackoverflow,0.3333333333333333,0.0,linq,0.13333333333333333,0.03407407407407407,0.04794085843322016,3,2,2,2,2,4,min_q95_among_feasible
5,stackoverflow,0.3333333333333333,0.0,linq,0.12333333333333336,0.035925925925925924,0.04983480597261767,3,2,2,2,2,4,min_q95_among_feasible
1,stackoverflow,1.0,0.0,oracle,0.0,0.0,0.0,3,1,2,1,1,3,min_q95_among_feasible
2,stackoverflow,1.0,0.0,oracle,-0.010000000000000009,0.00037037037037037035,0.004922350771265845,3,1,2,1,1,3,min_q95_among_feasible
3,stackoverflow,0.3333333333333333,0.0,oracle,0.07333333333333329,0.06814814814814814,0.0860486316425468,3,1,2,1,1,3,min_q95_among_feasible
4,stackoverflow,0.3333333333333333,0.0,oracle,0.06666666666666665,0.05740740740740741,0.07419025715574132,3,1,2,1,1,3,min_q95_among_feasible
5,stackoverflow,0.3333333333333333,0.0,oracle,0.07333333333333329,0.062222222222222213,0.07946445702491735,3,1,2,1,1,3,min_q95_among_feasible
1,stackoverflow,1.0,0.0,osx,0.0,0.0,0.0,2,2,2,2,2,4,min_q95_among_feasible
2,stackoverflow,0.5,0.0,osx,0.044999999999999984,0.028333333333333335,0.04104605992249736,2,2,2,2,2,4,min_q95_among_feasible
3,stackoverflow,0.0,0.0,osx,0.07,0.08333333333333334,0.10320526597557123,2,2,2,2,2,4,min_q95_among_feasible
4,stackoverflow,0.0,0.0,osx,0.08500000000000002,0.07611111111111112,0.09526413451367995,2,2,2,2,2,4,min_q95_among_feasible
5,stackoverflow,0.0,0.0,osx,-0.0050000000000000044,0.09611111111111112,0.11711164747626396,2,2,2,2,2,4,min_q95_among_feasible
1,stackoverflow,1.0,0.0,qt,0.0,0.0,0.0,1,1,1,1,1,1,min_q95_among_feasible
2,stackoverflow,0.0,0.0,qt,-0.030000000000000027,0.0,0.004250146730054126,1,1,1,1,1,1,min_q95_among_feasible
3,stackoverflow,0.0,0.0,qt,-0.04999999999999993,0.014444444444444444,0.02455567513485024,1,1,1,1,1,1,min_q95_among_feasible
4,stackoverflow,0.0,0.0,qt,-0.04999999999999993,0.014444444444444444,0.02455567513485024,1,1,1,1,1,1,min_q95_among_feasible
5,stackoverflow,0.0,0.0,qt,-0.09999999999999998,0.008888888888888889,0.017441480180212864,1,1,1,1,1,1,min_q95_among_feasible
1,stackoverflow,1.0,0.0,scala,0.0,0.0,0.0,2,5,5,5,5,2,min_q95_among_feasible
2,stackoverflow,0.0,0.0,scala,0.0050000000000000044,0.06388888888888888,0.08164939144277247,2,5,5,5,5,2,min_q95_among_feasible
3,stackoverflow,0.0,0.0,scala,0.015000000000000013,0.06055555555555556,0.0779698436309046,2,5,5,5,5,2,min_q95_among_feasible
4,stackoverflow,0.0,0.0,scala,-0.010000000000000009,0.05,0.06617205250640229,2,5,5,5,5,2,min_q95_among_feasible
5,stackoverflow,0.5,0.0,scala,-0.0050000000000000044,0.05055555555555556,0.06670254946224882,2,5,5,5,5,2,min_q95_among_feasible
1,stackoverflow,1.0,0.0,sharepoint,0.0,0.0,0.0,2,1,1,1,1,1,min_q95_among_feasible
2,stackoverflow,0.0,0.0,sharepoint,-0.030000000000000027,0.075,0.09400047076081786,2,1,1,1,1,1,min_q95_among_feasible
3,stackoverflow,0.0,0.0,sharepoint,-0.040000000000000036,0.05666666666666667,0.0737340334748657,2,1,1,1,1,1,min_q95_among_feasible
4,stackoverflow,0.0,0.0,sharepoint,-0.020000000000000018,0.042222222222222223,0.057421496622253855,2,1,1,1,1,1,min_q95_among_feasible
5,stackoverflow,0.0,0.0,sharepoint,-0.030000000000000027,0.044444444444444446,0.05991423997784074,2,1,1,1,1,1,min_q95_among_feasible
1,stackoverflow,1.0,0.0,spring,0.0,0.0,0.0,1,4,5,4,4,4,min_q95_among_feasible
2,stackoverflow,1.0,0.0,spring,0.040000000000000036,0.01888888888888889,0.030041113649306853,1,4,5,4,4,4,min_q95_among_feasible
3,stackoverflow,1.0,0.0,spring,0.050000000000000044,0.022222222222222223,0.03407487963690306,1,4,5,4,4,4,min_q95_among_feasible
4,stackoverflow,1.0,0.0,spring,0.050000000000000044,0.02,0.03139233022526484,1,4,5,4,4,4,min_q95_among_feasible
5,stackoverflow,1.0,0.0,spring,0.020000000000000018,0.025555555555555557,0.038055584666455484,1,4,5,4,4,4,min_q95_among_feasible
1,stackoverflow,1.0,0.0,svn,0.0,0.0,0.0,2,1,1,1,1,1,min_q95_among_feasible
2,stackoverflow,0.0,0.0,svn,-0.04999999999999999,0.0005555555555555556,0.005258452791871704,2,1,1,1,1,1,min_q95_among_feasible
3,stackoverflow,0.0,0.0,svn,-0.04999999999999999,0.005555555555555556,0.01286061417317498,2,1,1,1,1,1,min_q95_among_feasible
4,stackoverflow,0.0,0.0,svn,-0.05499999999999999,0.007222222222222222,0.015217479352219421,2,1,1,1,1,1,min_q95_among_feasible
5,stackoverflow,0.0,0.0,svn,-0.09000000000000002,0.006666666666666666,0.014452892282990041,2,1,1,1,1,1,min_q95_among_feasible
1,stackoverflow,1.0,0.0,visual-studio,0.0,0.0,0.0,1,5,5,5,5,5,min_q95_among_feasible
2,stackoverflow,1.0,0.0,visual-studio,0.030000000000000027,0.0011111111111111111,0.006266758853689282,1,5,5,5,5,5,min_q95_among_feasible
