candidate_k,complexity,cross_intent_leakage,delta,improvement_over_k1,instability,intent,min_improvement,objective,proper_recall,representation,safe,selected_k,selection_source,self_rejection,union_overlap
5,4.0,0.79,0.02,-0.17994365990839045,0.26745658034640063,svn,0.01,1.0399436599083904,0.91,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.08999999999999997,0.05307951482179026
1,0.0,0.8566666666666667,0.02,0.0,0.0,visual-studio,0.01,0.8566666666666667,1.0,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.0,0.0
2,1.0,0.7811111111111111,0.02,-0.04383555923751725,0.11873763414506211,visual-studio,0.01,0.9005022259041839,0.93,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.06999999999999995,0.009706706256807343
3,2.0,0.7833333333333333,0.02,-0.17529645689740403,0.4973990246890323,visual-studio,0.01,1.0319631235640707,0.92,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.07999999999999996,0.024280034058479404
4,3.0,0.8066666666666666,0.02,-0.17983272796670358,0.45191745349465684,visual-studio,0.01,1.0364993946333703,0.96,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.040000000000000036,0.046853364593039494
5,4.0,0.8233333333333334,0.02,-0.29618081266266927,0.48763928236698906,visual-studio,0.01,1.152847479329336,0.89,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.10999999999999999,0.057604325404255266
1,0.0,0.8711111111111111,0.02,0.0,0.0,wordpress,0.01,0.8711111111111111,1.0,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.0,0.0
2,1.0,0.8511111111111112,0.02,-0.16556494259118126,0.6622597703647246,wordpress,0.01,1.0366760537022923,0.99,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.010000000000000009,0.0
3,2.0,0.8266666666666667,0.02,-0.13831919506380086,0.48194707460266906,wordpress,0.01,1.009430306174912,0.96,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.040000000000000036,0.0022768708575780475
4,3.0,0.8388888888888889,0.02,-0.18714323275560563,0.5557029152398956,wordpress,0.01,1.0582543438667167,0.98,mogb_trained_hierarchical_bert,True,1,proper_train_and_known_calibration_only,0.020000000000000018,0.030439726167853867
5,4.0,0.8155555555555556,0.02,-0.20161909367429198,0.4097386980641684,wordpress,0.01,1.072730204785403,0.94,mogb_trained_hierarchical_bert,False,1,proper_train_and_known_calibration_only,0.06000000000000005,0.05473997471380516
