dataset,kir,data_seed,representation,k_name,k_gate,threshold,validation_near_q20_similarity,validation_far_q80_similarity,group_type,group,oos_count,false_accept_count,false_accept_rate,representation_collision_count,representation_collision_rate,boundary_overcoverage_count,boundary_overcoverage_rate,correct_rejection_count,correct_rejection_rate,mean_nearest_known_similarity,mean_gate_score
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,bucket,all,3080,552,0.17922077922077922,1490,0.4837662337662338,121,0.039285714285714285,2528,0.8207792207792208,0.5777070525922942,1.3042092918150157
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,bucket,near,516,277,0.5368217054263565,492,0.9534883720930233,3,0.005813953488372093,239,0.4631782945736434,0.8750773497538178,0.9776440301814259
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,bucket,medium,1505,257,0.1707641196013289,836,0.5554817275747508,102,0.06777408637873754,1248,0.8292358803986711,0.6247290329149413,1.272418191141053
banking77_oos,50,42,ce_recon,k2,2,1.0,0.4896881614501042,0.775829188995804,bucket,far,1059,18,0.0169971671388102,162,0.1529745042492918,16,0.015108593012275733,1041,0.9830028328611898,0.3659873606933988,1.5085088966471654
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,bucket,all,3080,352,0.11428571428571428,1490,0.4837662337662338,61,0.019805194805194805,2728,0.8857142857142857,0.5777070525922942,1.5511601236385217
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,bucket,near,516,228,0.4418604651162791,492,0.9534883720930233,3,0.005813953488372093,288,0.5581395348837209,0.8750773497538178,1.083001030244677
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,bucket,medium,1505,118,0.07840531561461794,836,0.5554817275747508,52,0.0345514950166113,1387,0.9215946843853821,0.6247290329149413,1.5050468401669945
banking77_oos,50,42,ce_recon,frozen_selected_k,5,1.0,0.4896881614501042,0.775829188995804,bucket,far,1059,6,0.0056657223796034,162,0.1529745042492918,6,0.0056657223796034,1053,0.9943342776203966,0.3659873606933988,1.8448056229925087
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,bucket,all,3080,496,0.16103896103896104,1339,0.43474025974025976,8,0.0025974025974025974,2584,0.8389610389610389,0.5621833966578101,1.3877853750683964
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,bucket,near,495,453,0.9151515151515152,479,0.9676767676767677,8,0.01616161616161616,42,0.08484848484848485,0.8909545987924187,0.7399158214896232
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,bucket,medium,1656,43,0.025966183574879228,806,0.4867149758454106,0,0.0,1613,0.9740338164251208,0.5955705743110701,1.3945449568608936
banking77_oos,50,87,ce_recon,k1,1,1.0,0.4431520117292881,0.7895786213888862,bucket,far,929,0,0.0,54,0.0581270182992465,0,0.0,929,1.0,0.3274891972493822,1.72094098494258
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,bucket,all,3080,731,0.23733766233766235,1339,0.43474025974025976,197,0.06396103896103895,2349,0.7626623376623377,0.5621833966578101,1.271806298777884
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,bucket,near,495,317,0.6404040404040404,479,0.9676767676767677,3,0.006060606060606061,178,0.3595959595959596,0.8909545987924187,0.9188811702461784
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,bucket,medium,1656,408,0.2463768115942029,806,0.4867149758454106,189,0.11413043478260869,1248,0.7536231884057971,0.5955705743110701,1.2293998349888786
banking77_oos,50,87,ce_recon,k2,2,1.0,0.4431520117292881,0.7895786213888862,bucket,far,929,6,0.006458557588805167,54,0.0581270182992465,5,0.005382131324004306,923,0.9935414424111948,0.3274891972493822,1.5354478947496684
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,bucket,all,3080,496,0.16103896103896104,1339,0.43474025974025976,8,0.0025974025974025974,2584,0.8389610389610389,0.5621833966578101,1.3877853750683964
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,bucket,near,495,453,0.9151515151515152,479,0.9676767676767677,8,0.01616161616161616,42,0.08484848484848485,0.8909545987924187,0.7399158214896232
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,bucket,medium,1656,43,0.025966183574879228,806,0.4867149758454106,0,0.0,1613,0.9740338164251208,0.5955705743110701,1.3945449568608936
banking77_oos,50,87,ce_recon,frozen_selected_k,1,1.0,0.4431520117292881,0.7895786213888862,bucket,far,929,0,0.0,54,0.0581270182992465,0,0.0,929,1.0,0.3274891972493822,1.72094098494258
