dataset,kir,seed,method,state,count,n_test,n_known,n_oos,rate_all,rate_known,rate_oos
banking77,0.75,42,Trainable-K1,known_correct,1841,3080,2320,760,0.5977272727272728,0.7935344827586207,
banking77,0.75,42,Trainable-K1,known_wrong,84,3080,2320,760,0.02727272727272727,0.03620689655172414,
banking77,0.75,42,Trainable-K1,known_rejected,395,3080,2320,760,0.12824675324675325,0.17025862068965517,
banking77,0.75,42,Trainable-K1,oos_correct_rejected,660,3080,2320,760,0.21428571428571427,,0.868421052631579
banking77,0.75,42,Trainable-K1,oos_false_accept,100,3080,2320,760,0.032467532467532464,,0.13157894736842105
banking77,0.75,42,ADB,known_correct,1991,3080,2320,760,0.6464285714285715,0.8581896551724137,
banking77,0.75,42,ADB,known_wrong,103,3080,2320,760,0.03344155844155844,0.04439655172413793,
banking77,0.75,42,ADB,known_rejected,226,3080,2320,760,0.07337662337662337,0.09741379310344828,
banking77,0.75,42,ADB,oos_correct_rejected,509,3080,2320,760,0.16525974025974027,,0.6697368421052632
banking77,0.75,42,ADB,oos_false_accept,251,3080,2320,760,0.08149350649350649,,0.33026315789473687
banking77,0.75,87,Trainable-K1,known_correct,1852,3080,2320,760,0.6012987012987013,0.7982758620689655,
banking77,0.75,87,Trainable-K1,known_wrong,54,3080,2320,760,0.01753246753246753,0.02327586206896552,
banking77,0.75,87,Trainable-K1,known_rejected,414,3080,2320,760,0.1344155844155844,0.17844827586206896,
banking77,0.75,87,Trainable-K1,oos_correct_rejected,630,3080,2320,760,0.20454545454545456,,0.8289473684210527
banking77,0.75,87,Trainable-K1,oos_false_accept,130,3080,2320,760,0.04220779220779221,,0.17105263157894737
banking77,0.75,87,ADB,known_correct,2014,3080,2320,760,0.6538961038961039,0.868103448275862,
banking77,0.75,87,ADB,known_wrong,76,3080,2320,760,0.024675324675324677,0.032758620689655175,
banking77,0.75,87,ADB,known_rejected,230,3080,2320,760,0.07467532467532467,0.09913793103448276,
banking77,0.75,87,ADB,oos_correct_rejected,447,3080,2320,760,0.14512987012987014,,0.5881578947368421
banking77,0.75,87,ADB,oos_false_accept,313,3080,2320,760,0.10162337662337663,,0.4118421052631579
banking77,0.75,100,Trainable-K1,known_correct,1844,3080,2320,760,0.5987012987012987,0.7948275862068965,
banking77,0.75,100,Trainable-K1,known_wrong,62,3080,2320,760,0.02012987012987013,0.026724137931034484,
banking77,0.75,100,Trainable-K1,known_rejected,414,3080,2320,760,0.1344155844155844,0.17844827586206896,
banking77,0.75,100,Trainable-K1,oos_correct_rejected,605,3080,2320,760,0.19642857142857142,,0.7960526315789473
banking77,0.75,100,Trainable-K1,oos_false_accept,155,3080,2320,760,0.05032467532467533,,0.20394736842105263
banking77,0.75,100,ADB,known_correct,2014,3080,2320,760,0.6538961038961039,0.868103448275862,
banking77,0.75,100,ADB,known_wrong,89,3080,2320,760,0.028896103896103895,0.03836206896551724,
banking77,0.75,100,ADB,known_rejected,217,3080,2320,760,0.07045454545454545,0.0935344827586207,
banking77,0.75,100,ADB,oos_correct_rejected,488,3080,2320,760,0.15844155844155844,,0.6421052631578947
banking77,0.75,100,ADB,oos_false_accept,272,3080,2320,760,0.08831168831168831,,0.35789473684210527
banking77,0.75,123,Trainable-K1,known_correct,1842,3080,2320,760,0.5980519480519481,0.7939655172413793,
banking77,0.75,123,Trainable-K1,known_wrong,62,3080,2320,760,0.02012987012987013,0.026724137931034484,
banking77,0.75,123,Trainable-K1,known_rejected,416,3080,2320,760,0.13506493506493505,0.1793103448275862,
banking77,0.75,123,Trainable-K1,oos_correct_rejected,588,3080,2320,760,0.19090909090909092,,0.7736842105263158
banking77,0.75,123,Trainable-K1,oos_false_accept,172,3080,2320,760,0.05584415584415584,,0.22631578947368422
banking77,0.75,123,ADB,known_correct,2010,3080,2320,760,0.6525974025974026,0.8663793103448276,
banking77,0.75,123,ADB,known_wrong,81,3080,2320,760,0.026298701298701297,0.034913793103448276,
banking77,0.75,123,ADB,known_rejected,229,3080,2320,760,0.07435064935064935,0.09870689655172414,
banking77,0.75,123,ADB,oos_correct_rejected,504,3080,2320,760,0.16363636363636364,,0.6631578947368421
banking77,0.75,123,ADB,oos_false_accept,256,3080,2320,760,0.08311688311688312,,0.3368421052631579
stackoverflow,0.25,13,Trainable-K1,known_correct,1240,6000,1500,4500,0.20666666666666667,0.8266666666666667,
stackoverflow,0.25,13,Trainable-K1,known_wrong,10,6000,1500,4500,0.0016666666666666668,0.006666666666666667,
stackoverflow,0.25,13,Trainable-K1,known_rejected,250,6000,1500,4500,0.041666666666666664,0.16666666666666666,
stackoverflow,0.25,13,Trainable-K1,oos_correct_rejected,4169,6000,1500,4500,0.6948333333333333,,0.9264444444444444
stackoverflow,0.25,13,Trainable-K1,oos_false_accept,331,6000,1500,4500,0.05516666666666667,,0.07355555555555555
stackoverflow,0.25,13,ADB,known_correct,1210,6000,1500,4500,0.20166666666666666,0.8066666666666666,
stackoverflow,0.25,13,ADB,known_wrong,7,6000,1500,4500,0.0011666666666666668,0.004666666666666667,
stackoverflow,0.25,13,ADB,known_rejected,283,6000,1500,4500,0.04716666666666667,0.18866666666666668,
stackoverflow,0.25,13,ADB,oos_correct_rejected,3944,6000,1500,4500,0.6573333333333333,,0.8764444444444445
stackoverflow,0.25,13,ADB,oos_false_accept,556,6000,1500,4500,0.09266666666666666,,0.12355555555555556
stackoverflow,0.25,42,Trainable-K1,known_correct,1256,6000,1500,4500,0.20933333333333334,0.8373333333333334,
stackoverflow,0.25,42,Trainable-K1,known_wrong,10,6000,1500,4500,0.0016666666666666668,0.006666666666666667,
stackoverflow,0.25,42,Trainable-K1,known_rejected,234,6000,1500,4500,0.039,0.156,
stackoverflow,0.25,42,Trainable-K1,oos_correct_rejected,4323,6000,1500,4500,0.7205,,0.9606666666666667
stackoverflow,0.25,42,Trainable-K1,oos_false_accept,177,6000,1500,4500,0.0295,,0.03933333333333333
stackoverflow,0.25,42,ADB,known_correct,1237,6000,1500,4500,0.20616666666666666,0.8246666666666667,
stackoverflow,0.25,42,ADB,known_wrong,7,6000,1500,4500,0.0011666666666666668,0.004666666666666667,
stackoverflow,0.25,42,ADB,known_rejected,256,6000,1500,4500,0.042666666666666665,0.17066666666666666,
stackoverflow,0.25,42,ADB,oos_correct_rejected,4145,6000,1500,4500,0.6908333333333333,,0.9211111111111111
stackoverflow,0.25,42,ADB,oos_false_accept,355,6000,1500,4500,0.059166666666666666,,0.07888888888888888
stackoverflow,0.25,87,Trainable-K1,known_correct,1258,6000,1500,4500,0.20966666666666667,0.8386666666666667,
stackoverflow,0.25,87,Trainable-K1,known_wrong,14,6000,1500,4500,0.0023333333333333335,0.009333333333333334,
stackoverflow,0.25,87,Trainable-K1,known_rejected,228,6000,1500,4500,0.038,0.152,
stackoverflow,0.25,87,Trainable-K1,oos_correct_rejected,4381,6000,1500,4500,0.7301666666666666,,0.9735555555555555
stackoverflow,0.25,87,Trainable-K1,oos_false_accept,119,6000,1500,4500,0.019833333333333335,,0.026444444444444444
stackoverflow,0.25,87,ADB,known_correct,1227,6000,1500,4500,0.2045,0.818,
stackoverflow,0.25,87,ADB,known_wrong,9,6000,1500,4500,0.0015,0.006,
stackoverflow,0.25,87,ADB,known_rejected,264,6000,1500,4500,0.044,0.176,
stackoverflow,0.25,87,ADB,oos_correct_rejected,4158,6000,1500,4500,0.693,,0.924
stackoverflow,0.25,87,ADB,oos_false_accept,342,6000,1500,4500,0.057,,0.076
stackoverflow,0.25,100,Trainable-K1,known_correct,1265,6000,1500,4500,0.21083333333333334,0.8433333333333334,
stackoverflow,0.25,100,Trainable-K1,known_wrong,6,6000,1500,4500,0.001,0.004,
stackoverflow,0.25,100,Trainable-K1,known_rejected,229,6000,1500,4500,0.03816666666666667,0.15266666666666667,
stackoverflow,0.25,100,Trainable-K1,oos_correct_rejected,4422,6000,1500,4500,0.737,,0.9826666666666667
stackoverflow,0.25,100,Trainable-K1,oos_false_accept,78,6000,1500,4500,0.013,,0.017333333333333333
stackoverflow,0.25,100,ADB,known_correct,1278,6000,1500,4500,0.213,0.852,
stackoverflow,0.25,100,ADB,known_wrong,6,6000,1500,4500,0.001,0.004,
stackoverflow,0.25,100,ADB,known_rejected,216,6000,1500,4500,0.036,0.144,
stackoverflow,0.25,100,ADB,oos_correct_rejected,4159,6000,1500,4500,0.6931666666666667,,0.9242222222222222
stackoverflow,0.25,100,ADB,oos_false_accept,341,6000,1500,4500,0.05683333333333333,,0.07577777777777778
stackoverflow,0.25,123,Trainable-K1,known_correct,1261,6000,1500,4500,0.21016666666666667,0.8406666666666667,
stackoverflow,0.25,123,Trainable-K1,known_wrong,2,6000,1500,4500,0.0003333333333333333,0.0013333333333333333,
stackoverflow,0.25,123,Trainable-K1,known_rejected,237,6000,1500,4500,0.0395,0.158,
stackoverflow,0.25,123,Trainable-K1,oos_correct_rejected,4339,6000,1500,4500,0.7231666666666666,,0.9642222222222222
stackoverflow,0.25,123,Trainable-K1,oos_false_accept,161,6000,1500,4500,0.026833333333333334,,0.035777777777777776
stackoverflow,0.25,123,ADB,known_correct,1279,6000,1500,4500,0.21316666666666667,0.8526666666666667,
stackoverflow,0.25,123,ADB,known_wrong,4,6000,1500,4500,0.0006666666666666666,0.0026666666666666666,
stackoverflow,0.25,123,ADB,known_rejected,217,6000,1500,4500,0.036166666666666666,0.14466666666666667,
stackoverflow,0.25,123,ADB,oos_correct_rejected,4287,6000,1500,4500,0.7145,,0.9526666666666667
stackoverflow,0.25,123,ADB,oos_false_accept,213,6000,1500,4500,0.0355,,0.04733333333333333
stackoverflow,0.5,13,Trainable-K1,known_correct,2497,6000,3000,3000,0.4161666666666667,0.8323333333333334,
stackoverflow,0.5,13,Trainable-K1,known_wrong,31,6000,3000,3000,0.005166666666666667,0.010333333333333333,
stackoverflow,0.5,13,Trainable-K1,known_rejected,472,6000,3000,3000,0.07866666666666666,0.15733333333333333,
stackoverflow,0.5,13,Trainable-K1,oos_correct_rejected,2601,6000,3000,3000,0.4335,,0.867
stackoverflow,0.5,13,Trainable-K1,oos_false_accept,399,6000,3000,3000,0.0665,,0.133
stackoverflow,0.5,13,ADB,known_correct,2439,6000,3000,3000,0.4065,0.813,
stackoverflow,0.5,13,ADB,known_wrong,17,6000,3000,3000,0.0028333333333333335,0.005666666666666667,
stackoverflow,0.5,13,ADB,known_rejected,544,6000,3000,3000,0.09066666666666667,0.18133333333333335,
stackoverflow,0.5,13,ADB,oos_correct_rejected,2741,6000,3000,3000,0.4568333333333333,,0.9136666666666666
stackoverflow,0.5,13,ADB,oos_false_accept,259,6000,3000,3000,0.043166666666666666,,0.08633333333333333
stackoverflow,0.5,42,Trainable-K1,known_correct,2468,6000,3000,3000,0.41133333333333333,0.8226666666666667,
stackoverflow,0.5,42,Trainable-K1,known_wrong,37,6000,3000,3000,0.006166666666666667,0.012333333333333333,
stackoverflow,0.5,42,Trainable-K1,known_rejected,495,6000,3000,3000,0.0825,0.165,
stackoverflow,0.5,42,Trainable-K1,oos_correct_rejected,2721,6000,3000,3000,0.4535,,0.907
stackoverflow,0.5,42,Trainable-K1,oos_false_accept,279,6000,3000,3000,0.0465,,0.093
stackoverflow,0.5,42,ADB,known_correct,2362,6000,3000,3000,0.39366666666666666,0.7873333333333333,
stackoverflow,0.5,42,ADB,known_wrong,17,6000,3000,3000,0.0028333333333333335,0.005666666666666667,
stackoverflow,0.5,42,ADB,known_rejected,621,6000,3000,3000,0.1035,0.207,
stackoverflow,0.5,42,ADB,oos_correct_rejected,2729,6000,3000,3000,0.4548333333333333,,0.9096666666666666
stackoverflow,0.5,42,ADB,oos_false_accept,271,6000,3000,3000,0.04516666666666667,,0.09033333333333333
stackoverflow,0.5,87,Trainable-K1,known_correct,2486,6000,3000,3000,0.41433333333333333,0.8286666666666667,
stackoverflow,0.5,87,Trainable-K1,known_wrong,34,6000,3000,3000,0.005666666666666667,0.011333333333333334,
stackoverflow,0.5,87,Trainable-K1,known_rejected,480,6000,3000,3000,0.08,0.16,
stackoverflow,0.5,87,Trainable-K1,oos_correct_rejected,2675,6000,3000,3000,0.44583333333333336,,0.8916666666666667
stackoverflow,0.5,87,Trainable-K1,oos_false_accept,325,6000,3000,3000,0.05416666666666667,,0.10833333333333334
stackoverflow,0.5,87,ADB,known_correct,2408,6000,3000,3000,0.4013333333333333,0.8026666666666666,
stackoverflow,0.5,87,ADB,known_wrong,18,6000,3000,3000,0.003,0.006,
stackoverflow,0.5,87,ADB,known_rejected,574,6000,3000,3000,0.09566666666666666,0.19133333333333333,
stackoverflow,0.5,87,ADB,oos_correct_rejected,2753,6000,3000,3000,0.4588333333333333,,0.9176666666666666
stackoverflow,0.5,87,ADB,oos_false_accept,247,6000,3000,3000,0.041166666666666664,,0.08233333333333333
stackoverflow,0.5,100,Trainable-K1,known_correct,2484,6000,3000,3000,0.414,0.828,
stackoverflow,0.5,100,Trainable-K1,known_wrong,22,6000,3000,3000,0.0036666666666666666,0.007333333333333333,
stackoverflow,0.5,100,Trainable-K1,known_rejected,494,6000,3000,3000,0.08233333333333333,0.16466666666666666,
stackoverflow,0.5,100,Trainable-K1,oos_correct_rejected,2868,6000,3000,3000,0.478,,0.956
stackoverflow,0.5,100,Trainable-K1,oos_false_accept,132,6000,3000,3000,0.022,,0.044
stackoverflow,0.5,100,ADB,known_correct,2453,6000,3000,3000,0.4088333333333333,0.8176666666666667,
stackoverflow,0.5,100,ADB,known_wrong,12,6000,3000,3000,0.002,0.004,
stackoverflow,0.5,100,ADB,known_rejected,535,6000,3000,3000,0.08916666666666667,0.17833333333333334,
stackoverflow,0.5,100,ADB,oos_correct_rejected,2841,6000,3000,3000,0.4735,,0.947
stackoverflow,0.5,100,ADB,oos_false_accept,159,6000,3000,3000,0.0265,,0.053
stackoverflow,0.5,123,Trainable-K1,known_correct,2510,6000,3000,3000,0.41833333333333333,0.8366666666666667,
stackoverflow,0.5,123,Trainable-K1,known_wrong,15,6000,3000,3000,0.0025,0.005,
stackoverflow,0.5,123,Trainable-K1,known_rejected,475,6000,3000,3000,0.07916666666666666,0.15833333333333333,
stackoverflow,0.5,123,Trainable-K1,oos_correct_rejected,2734,6000,3000,3000,0.45566666666666666,,0.9113333333333333
stackoverflow,0.5,123,Trainable-K1,oos_false_accept,266,6000,3000,3000,0.044333333333333336,,0.08866666666666667
stackoverflow,0.5,123,ADB,known_correct,2467,6000,3000,3000,0.4111666666666667,0.8223333333333334,
stackoverflow,0.5,123,ADB,known_wrong,13,6000,3000,3000,0.0021666666666666666,0.004333333333333333,
stackoverflow,0.5,123,ADB,known_rejected,520,6000,3000,3000,0.08666666666666667,0.17333333333333334,
stackoverflow,0.5,123,ADB,oos_correct_rejected,2696,6000,3000,3000,0.4493333333333333,,0.8986666666666666
stackoverflow,0.5,123,ADB,oos_false_accept,304,6000,3000,3000,0.050666666666666665,,0.10133333333333333
stackoverflow,0.75,13,Trainable-K1,known_correct,3691,6000,4500,1500,0.6151666666666666,0.8202222222222222,
stackoverflow,0.75,13,Trainable-K1,known_wrong,106,6000,4500,1500,0.017666666666666667,0.023555555555555555,
stackoverflow,0.75,13,Trainable-K1,known_rejected,703,6000,4500,1500,0.11716666666666667,0.15622222222222223,
stackoverflow,0.75,13,Trainable-K1,oos_correct_rejected,1403,6000,4500,1500,0.23383333333333334,,0.9353333333333333
stackoverflow,0.75,13,Trainable-K1,oos_false_accept,97,6000,4500,1500,0.016166666666666666,,0.06466666666666666
stackoverflow,0.75,13,ADB,known_correct,3594,6000,4500,1500,0.599,0.7986666666666666,
stackoverflow,0.75,13,ADB,known_wrong,76,6000,4500,1500,0.012666666666666666,0.016888888888888887,
stackoverflow,0.75,13,ADB,known_rejected,830,6000,4500,1500,0.13833333333333334,0.18444444444444444,
stackoverflow,0.75,13,ADB,oos_correct_rejected,1391,6000,4500,1500,0.23183333333333334,,0.9273333333333333
stackoverflow,0.75,13,ADB,oos_false_accept,109,6000,4500,1500,0.018166666666666668,,0.07266666666666667
stackoverflow,0.75,42,Trainable-K1,known_correct,3744,6000,4500,1500,0.624,0.832,
stackoverflow,0.75,42,Trainable-K1,known_wrong,86,6000,4500,1500,0.014333333333333333,0.01911111111111111,
stackoverflow,0.75,42,Trainable-K1,known_rejected,670,6000,4500,1500,0.11166666666666666,0.14888888888888888,
stackoverflow,0.75,42,Trainable-K1,oos_correct_rejected,1298,6000,4500,1500,0.21633333333333332,,0.8653333333333333
stackoverflow,0.75,42,Trainable-K1,oos_false_accept,202,6000,4500,1500,0.033666666666666664,,0.13466666666666666
stackoverflow,0.75,42,ADB,known_correct,3572,6000,4500,1500,0.5953333333333334,0.7937777777777778,
stackoverflow,0.75,42,ADB,known_wrong,28,6000,4500,1500,0.004666666666666667,0.006222222222222222,
stackoverflow,0.75,42,ADB,known_rejected,900,6000,4500,1500,0.15,0.2,
stackoverflow,0.75,42,ADB,oos_correct_rejected,1367,6000,4500,1500,0.22783333333333333,,0.9113333333333333
stackoverflow,0.75,42,ADB,oos_false_accept,133,6000,4500,1500,0.022166666666666668,,0.08866666666666667
stackoverflow,0.75,87,Trainable-K1,known_correct,3638,6000,4500,1500,0.6063333333333333,0.8084444444444444,
stackoverflow,0.75,87,Trainable-K1,known_wrong,111,6000,4500,1500,0.0185,0.024666666666666667,
stackoverflow,0.75,87,Trainable-K1,known_rejected,751,6000,4500,1500,0.12516666666666668,0.1668888888888889,
stackoverflow,0.75,87,Trainable-K1,oos_correct_rejected,1420,6000,4500,1500,0.23666666666666666,,0.9466666666666667
stackoverflow,0.75,87,Trainable-K1,oos_false_accept,80,6000,4500,1500,0.013333333333333334,,0.05333333333333334
stackoverflow,0.75,87,ADB,known_correct,3527,6000,4500,1500,0.5878333333333333,0.7837777777777778,
stackoverflow,0.75,87,ADB,known_wrong,67,6000,4500,1500,0.011166666666666667,0.014888888888888889,
stackoverflow,0.75,87,ADB,known_rejected,906,6000,4500,1500,0.151,0.20133333333333334,
stackoverflow,0.75,87,ADB,oos_correct_rejected,1411,6000,4500,1500,0.23516666666666666,,0.9406666666666667
stackoverflow,0.75,87,ADB,oos_false_accept,89,6000,4500,1500,0.014833333333333334,,0.059333333333333335
stackoverflow,0.75,100,Trainable-K1,known_correct,3721,6000,4500,1500,0.6201666666666666,0.8268888888888889,
stackoverflow,0.75,100,Trainable-K1,known_wrong,54,6000,4500,1500,0.009,0.012,
stackoverflow,0.75,100,Trainable-K1,known_rejected,725,6000,4500,1500,0.12083333333333333,0.16111111111111112,
stackoverflow,0.75,100,Trainable-K1,oos_correct_rejected,1252,6000,4500,1500,0.20866666666666667,,0.8346666666666667
stackoverflow,0.75,100,Trainable-K1,oos_false_accept,248,6000,4500,1500,0.04133333333333333,,0.16533333333333333
stackoverflow,0.75,100,ADB,known_correct,3611,6000,4500,1500,0.6018333333333333,0.8024444444444444,
stackoverflow,0.75,100,ADB,known_wrong,25,6000,4500,1500,0.004166666666666667,0.005555555555555556,
stackoverflow,0.75,100,ADB,known_rejected,864,6000,4500,1500,0.144,0.192,
stackoverflow,0.75,100,ADB,oos_correct_rejected,1351,6000,4500,1500,0.22516666666666665,,0.9006666666666666
stackoverflow,0.75,100,ADB,oos_false_accept,149,6000,4500,1500,0.024833333333333332,,0.09933333333333333
stackoverflow,0.75,123,Trainable-K1,known_correct,3698,6000,4500,1500,0.6163333333333333,0.8217777777777778,
stackoverflow,0.75,123,Trainable-K1,known_wrong,77,6000,4500,1500,0.012833333333333334,0.01711111111111111,
stackoverflow,0.75,123,Trainable-K1,known_rejected,725,6000,4500,1500,0.12083333333333333,0.16111111111111112,
stackoverflow,0.75,123,Trainable-K1,oos_correct_rejected,1467,6000,4500,1500,0.2445,,0.978
stackoverflow,0.75,123,Trainable-K1,oos_false_accept,33,6000,4500,1500,0.0055,,0.022
stackoverflow,0.75,123,ADB,known_correct,3621,6000,4500,1500,0.6035,0.8046666666666666,
stackoverflow,0.75,123,ADB,known_wrong,69,6000,4500,1500,0.0115,0.015333333333333332,
stackoverflow,0.75,123,ADB,known_rejected,810,6000,4500,1500,0.135,0.18,
stackoverflow,0.75,123,ADB,oos_correct_rejected,1371,6000,4500,1500,0.2285,,0.914
stackoverflow,0.75,123,ADB,oos_false_accept,129,6000,4500,1500,0.0215,,0.086
